N(P,t) Data:

N(P,6) Data for P on 6 vertices:
N([1, 1, 1, 1], 6) = 1295
> Progress: 100% [16807 / 16807]
N([4, 4, 1, 2], 7) = 16635
> Progress: 100% [16807 / 16807]
N([4, 4, 1, 3], 7) = 16632
N([4, 4, 1, 4], 7) = 16579
N([4, 4, 1, 5], 7) = 16653
N([4, 4, 1, 6], 7) = 16657
> Progress: 100% [16807 / 16807]
N([4, 4, 2, 1], 7) = 16634
> Progress: 100% [16807 / 16807]
N([4, 4, 2, 2], 7) = 16618
> Progress: 100% [16807 / 16807]
N([4, 4, 2, 3], 7) = 16624
N([4, 4, 2, 4], 7) = 16556
N([4, 4, 2, 5], 7) = 16629
N([4, 4, 2, 6], 7) = 16633
> Progress: 100% [16807 / 16807]
N([4, 4, 3, 1], 7) = 16630
> Progress: 100% [16807 / 16807]
N([4, 4, 3, 2], 7) = 16623
> Progress: 100% [16807 / 16807]
N([4, 4, 3, 3], 7) = 16618
N([4, 4, 3, 4], 7) = 16561
N([4, 4, 3, 5], 7) = 16635
N([4, 4, 3, 6], 7) = 16639
> Progress: 100% [16807 / 16807]
N([4, 4, 4, 1], 7) = 16581
> Progress: 100% [16807 / 16807]
N([4, 4, 4, 2], 7) = 16558
N([4, 4, 4, 3], 7) = 16563
N([4, 4, 4, 4], 7) = 16423
N([4, 4, 4, 5], 7) = 16582
N([4, 4, 4, 6], 7) = 16586
> Progress: 100% [16807 / 16807]
N([4, 4, 5, 1], 7) = 16649
> Progress: 100% [16807 / 16807]
N([4, 4, 5, 2], 7) = 16626
N([4, 4, 5, 3], 7) = 16633
N([4, 4, 5, 4], 7) = 16564
N([4, 4, 5, 5], 7) = 16621
N([4, 4, 5, 6], 7) = 16643
> Progress: 100% [16807 / 16807]
N([4, 4, 6, 1], 7) = 16657
> Progress: 100% [16807 / 16807]
N([4, 4, 6, 2], 7) = 16634
N([4, 4, 6, 3], 7) = 16641
N([4, 4, 6, 4], 7) = 16573
N([4, 4, 6, 5], 7) = 16644
N([4, 4, 6, 6], 7) = 16640
> Progress: 100% [16807 / 16807]
N([4, 5, 1, 1], 7) = 16659
> Progress: 100% [16807 / 16807]
N([4, 5, 1, 2], 7) = 16659
> Progress: 100% [16807 / 16807]
N([4, 5, 1, 3], 7) = 16656
N([4, 5, 1, 4], 7) = 16633
N([4, 5, 1, 5], 7) = 16642
N([4, 5, 1, 6], 7) = 16665
> Progress: 100% [16807 / 16807]
N([4, 5, 2, 1], 7) = 16658
> Progress: 100% [16807 / 16807]
N([4, 5, 2, 2], 7) = 16633
> Progress: 100% [16807 / 16807]
N([4, 5, 2, 3], 7) = 16648
N([4, 5, 2, 4], 7) = 16627
N([4, 5, 2, 5], 7) = 16636
N([4, 5, 2, 6], 7) = 16658
> Progress: 100% [16807 / 16807]
N([4, 5, 3, 1], 7) = 16654
> Progress: 100% [16807 / 16807]
N([4, 5, 3, 2], 7) = 16647
N([4, 5, 3, 3], 7) = 16624
N([4, 5, 3, 4], 7) = 16625
N([4, 5, 3, 5], 7) = 16641
N([4, 5, 3, 6], 7) = 16654
> Progress: 100% [16807 / 16807]
N([4, 5, 4, 1], 7) = 16634
> Progress: 100% [16807 / 16807]
N([4, 5, 4, 2], 7) = 16625
N([4, 5, 4, 3], 7) = 16622
N([4, 5, 4, 4], 7) = 16556
N([4, 5, 4, 5], 7) = 16611
N([4, 5, 4, 6], 7) = 16635
> Progress: 100% [16807 / 16807]
N([4, 5, 5, 1], 7) = 16644
> Progress: 100% [16807 / 16807]
N([4, 5, 5, 2], 7) = 16637
N([4, 5, 5, 3], 7) = 16632
N([4, 5, 5, 4], 7) = 16625
N([4, 5, 5, 5], 7) = 16596
N([4, 5, 5, 6], 7) = 16642
> Progress: 100% [16807 / 16807]
N([4, 5, 6, 1], 7) = 16669
> Progress: 100% [16807 / 16807]
N([4, 5, 6, 2], 7) = 16659
N([4, 5, 6, 3], 7) = 16658
N([4, 5, 6, 4], 7) = 16633
N([4, 5, 6, 5], 7) = 16644
N([4, 5, 6, 6], 7) = 16671
> Progress: 100% [16807 / 16807]
N([4, 6, 1, 1], 7) = 16665
> Progress: 100% [16807 / 16807]
N([4, 6, 1, 2], 7) = 16666
> Progress: 100% [16807 / 16807]
N([4, 6, 1, 3], 7) = 16662
N([4, 6, 1, 4], 7) = 16642
N([4, 6, 1, 5], 7) = 16667
N([4, 6, 1, 6], 7) = 16661
> Progress: 100% [16807 / 16807]
N([4, 6, 2, 1], 7) = 16667
> Progress: 100% [16807 / 16807]
N([4, 6, 2, 2], 7) = 16642
N([4, 6, 2, 3], 7) = 16656
N([4, 6, 2, 4], 7) = 16635
N([4, 6, 2, 5], 7) = 16659
N([4, 6, 2, 6], 7) = 16656
> Progress: 100% [16807 / 16807]
N([4, 6, 3, 1], 7) = 16664
> Progress: 100% [16807 / 16807]
N([4, 6, 3, 2], 7) = 16656
N([4, 6, 3, 3], 7) = 16632
N([4, 6, 3, 4], 7) = 16633
N([4, 6, 3, 5], 7) = 16657
N([4, 6, 3, 6], 7) = 16661
> Progress: 100% [16807 / 16807]
N([4, 6, 4, 1], 7) = 16642
> Progress: 100% [16807 / 16807]
N([4, 6, 4, 2], 7) = 16634
N([4, 6, 4, 3], 7) = 16629
N([4, 6, 4, 4], 7) = 16565
N([4, 6, 4, 5], 7) = 16636
N([4, 6, 4, 6], 7) = 16630
> Progress: 100% [16807 / 16807]
N([4, 6, 5, 1], 7) = 16666
> Progress: 100% [16807 / 16807]
N([4, 6, 5, 2], 7) = 16658
N([4, 6, 5, 3], 7) = 16657
N([4, 6, 5, 4], 7) = 16634
N([4, 6, 5, 5], 7) = 16657
N([4, 6, 5, 6], 7) = 16664
> Progress: 100% [16807 / 16807]
N([4, 6, 6, 1], 7) = 16667
> Progress: 100% [16807 / 16807]
N([4, 6, 6, 2], 7) = 16660
N([4, 6, 6, 3], 7) = 16655
N([4, 6, 6, 4], 7) = 16647
N([4, 6, 6, 5], 7) = 16658
N([4, 6, 6, 6], 7) = 16646
> Progress: 100% [16807 / 16807]
N([5, 1, 1, 1], 7) = 16651
> Progress: 100% [16807 / 16807]
N([5, 1, 1, 2], 7) = 16663
N([5, 1, 1, 3], 7) = 16660
N([5, 1, 1, 4], 7) = 16659
N([5, 1, 1, 5], 7) = 16661
N([5, 1, 1, 6], 7) = 16668
> Progress: 100% [16807 / 16807]
N([5, 1, 2, 1], 7) = 16658
> Progress: 100% [16807 / 16807]
N([5, 1, 2, 2], 7) = 16643
N([5, 1, 2, 3], 7) = 16659
N([5, 1, 2, 4], 7) = 16659
N([5, 1, 2, 5], 7) = 16648
N([5, 1, 2, 6], 7) = 16668
> Progress: 100% [16807 / 16807]
N([5, 1, 3, 1], 7) = 16654
> Progress: 100% [16807 / 16807]
N([5, 1, 3, 2], 7) = 16658
N([5, 1, 3, 3], 7) = 16634
N([5, 1, 3, 4], 7) = 16656
N([5, 1, 3, 5], 7) = 16644
N([5, 1, 3, 6], 7) = 16665
> Progress: 100% [16807 / 16807]
N([5, 1, 4, 1], 7) = 16654
> Progress: 100% [16807 / 16807]
N([5, 1, 4, 2], 7) = 16658
N([5, 1, 4, 3], 7) = 16655
N([5, 1, 4, 4], 7) = 16635
N([5, 1, 4, 5], 7) = 16644
N([5, 1, 4, 6], 7) = 16665
> Progress: 100% [16807 / 16807]
N([5, 1, 5, 1], 7) = 16640
> Progress: 100% [16807 / 16807]
N([5, 1, 5, 2], 7) = 16647
N([5, 1, 5, 3], 7) = 16641
N([5, 1, 5, 4], 7) = 16643
N([5, 1, 5, 5], 7) = 16590
N([5, 1, 5, 6], 7) = 16652
> Progress: 100% [16807 / 16807]
N([5, 1, 6, 1], 7) = 16668
> Progress: 100% [16807 / 16807]
N([5, 1, 6, 2], 7) = 16671
N([5, 1, 6, 3], 7) = 16667
N([5, 1, 6, 4], 7) = 16667
N([5, 1, 6, 5], 7) = 16651
N([5, 1, 6, 6], 7) = 16684
> Progress: 100% [16807 / 16807]
N([5, 2, 1, 1], 7) = 16659
> Progress: 100% [16807 / 16807]
N([5, 2, 1, 2], 7) = 16644
N([5, 2, 1, 3], 7) = 16658
N([5, 2, 1, 4], 7) = 16660
N([5, 2, 1, 5], 7) = 16651
N([5, 2, 1, 6], 7) = 16669
> Progress: 100% [16807 / 16807]
N([5, 2, 2, 1], 7) = 16647
> Progress: 100% [16807 / 16807]
N([5, 2, 2, 2], 7) = 16598
N([5, 2, 2, 3], 7) = 16637
N([5, 2, 2, 4], 7) = 16636
N([5, 2, 2, 5], 7) = 16639
N([5, 2, 2, 6], 7) = 16645
> Progress: 100% [16807 / 16807]
N([5, 2, 3, 1], 7) = 16657
> Progress: 100% [16807 / 16807]
N([5, 2, 3, 2], 7) = 16632
N([5, 2, 3, 3], 7) = 16626
N([5, 2, 3, 4], 7) = 16648
N([5, 2, 3, 5], 7) = 16636
N([5, 2, 3, 6], 7) = 16657
> Progress: 100% [16807 / 16807]
N([5, 2, 4, 1], 7) = 16657
> Progress: 100% [16807 / 16807]
N([5, 2, 4, 2], 7) = 16632
N([5, 2, 4, 3], 7) = 16647
N([5, 2, 4, 4], 7) = 16627
N([5, 2, 4, 5], 7) = 16636
N([5, 2, 4, 6], 7) = 16657
> Progress: 100% [16807 / 16807]
N([5, 2, 5, 1], 7) = 16647
> Progress: 100% [16807 / 16807]
N([5, 2, 5, 2], 7) = 16618
N([5, 2, 5, 3], 7) = 16633
N([5, 2, 5, 4], 7) = 16634
N([5, 2, 5, 5], 7) = 16581
N([5, 2, 5, 6], 7) = 16643
> Progress: 100% [16807 / 16807]
N([5, 2, 6, 1], 7) = 16674
N([5, 2, 6, 2], 7) = 16647
N([5, 2, 6, 3], 7) = 16659
N([5, 2, 6, 4], 7) = 16659
N([5, 2, 6, 5], 7) = 16643
N([5, 2, 6, 6], 7) = 16676
> Progress: 100% [16807 / 16807]
N([5, 3, 1, 1], 7) = 16656
> Progress: 100% [16807 / 16807]
N([5, 3, 1, 2], 7) = 16658
N([5, 3, 1, 3], 7) = 16634
N([5, 3, 1, 4], 7) = 16658
N([5, 3, 1, 5], 7) = 16644
N([5, 3, 1, 6], 7) = 16667
> Progress: 100% [16807 / 16807]
N([5, 3, 2, 1], 7) = 16657
> Progress: 100% [16807 / 16807]
N([5, 3, 2, 2], 7) = 16633
N([5, 3, 2, 3], 7) = 16625
N([5, 3, 2, 4], 7) = 16648
N([5, 3, 2, 5], 7) = 16635
N([5, 3, 2, 6], 7) = 16657
> Progress: 100% [16807 / 16807]
N([5, 3, 3, 1], 7) = 16636
> Progress: 100% [16807 / 16807]
N([5, 3, 3, 2], 7) = 16629
N([5, 3, 3, 3], 7) = 16558
N([5, 3, 3, 4], 7) = 16626
N([5, 3, 3, 5], 7) = 16612
N([5, 3, 3, 6], 7) = 16635
> Progress: 100% [16807 / 16807]
N([5, 3, 4, 1], 7) = 16653
> Progress: 100% [16807 / 16807]
N([5, 3, 4, 2], 7) = 16646
N([5, 3, 4, 3], 7) = 16627
N([5, 3, 4, 4], 7) = 16623
N([5, 3, 4, 5], 7) = 16632
N([5, 3, 4, 6], 7) = 16653
> Progress: 100% [16807 / 16807]
N([5, 3, 5, 1], 7) = 16642
N([5, 3, 5, 2], 7) = 16632
N([5, 3, 5, 3], 7) = 16609
N([5, 3, 5, 4], 7) = 16632
N([5, 3, 5, 5], 7) = 16579
N([5, 3, 5, 6], 7) = 16641
> Progress: 100% [16807 / 16807]
N([5, 3, 6, 1], 7) = 16667
N([5, 3, 6, 2], 7) = 16658
N([5, 3, 6, 3], 7) = 16640
N([5, 3, 6, 4], 7) = 16657
N([5, 3, 6, 5], 7) = 16639
N([5, 3, 6, 6], 7) = 16654
> Progress: 100% [16807 / 16807]
N([5, 4, 1, 1], 7) = 16662
> Progress: 100% [16807 / 16807]
N([5, 4, 1, 2], 7) = 16658
N([5, 4, 1, 3], 7) = 16656
N([5, 4, 1, 4], 7) = 16634
N([5, 4, 1, 5], 7) = 16643
N([5, 4, 1, 6], 7) = 16666
> Progress: 100% [16807 / 16807]
N([5, 4, 2, 1], 7) = 16657
> Progress: 100% [16807 / 16807]
N([5, 4, 2, 2], 7) = 16633
N([5, 4, 2, 3], 7) = 16647
N([5, 4, 2, 4], 7) = 16626
N([5, 4, 2, 5], 7) = 16635
N([5, 4, 2, 6], 7) = 16657
> Progress: 100% [16807 / 16807]
N([5, 4, 3, 1], 7) = 16653
> Progress: 100% [16807 / 16807]
N([5, 4, 3, 2], 7) = 16646
N([5, 4, 3, 3], 7) = 16623
N([5, 4, 3, 4], 7) = 16624
N([5, 4, 3, 5], 7) = 16633
N([5, 4, 3, 6], 7) = 16654
> Progress: 100% [16807 / 16807]
N([5, 4, 4, 1], 7) = 16636
N([5, 4, 4, 2], 7) = 16629
N([5, 4, 4, 3], 7) = 16624
N([5, 4, 4, 4], 7) = 16572
N([5, 4, 4, 5], 7) = 16627
N([5, 4, 4, 6], 7) = 16634
> Progress: 100% [16807 / 16807]
N([5, 4, 5, 1], 7) = 16642
N([5, 4, 5, 2], 7) = 16632
N([5, 4, 5, 3], 7) = 16630
N([5, 4, 5, 4], 7) = 16609
N([5, 4, 5, 5], 7) = 16580
N([5, 4, 5, 6], 7) = 16640
> Progress: 100% [16807 / 16807]
N([5, 4, 6, 1], 7) = 16667
N([5, 4, 6, 2], 7) = 16658
N([5, 4, 6, 3], 7) = 16656
N([5, 4, 6, 4], 7) = 16640
N([5, 4, 6, 5], 7) = 16639
N([5, 4, 6, 6], 7) = 16670
> Progress: 100% [16807 / 16807]
N([5, 5, 1, 1], 7) = 16656
> Progress: 100% [16807 / 16807]
N([5, 5, 1, 2], 7) = 16662
N([5, 5, 1, 3], 7) = 16642
N([5, 5, 1, 4], 7) = 16658
N([5, 5, 1, 5], 7) = 16606
N([5, 5, 1, 6], 7) = 16667
> Progress: 100% [16807 / 16807]
N([5, 5, 2, 1], 7) = 16661
> Progress: 100% [16807 / 16807]
N([5, 5, 2, 2], 7) = 16618
N([5, 5, 2, 3], 7) = 16633
N([5, 5, 2, 4], 7) = 16634
N([5, 5, 2, 5], 7) = 16583
N([5, 5, 2, 6], 7) = 16643
> Progress: 100% [16807 / 16807]
N([5, 5, 3, 1], 7) = 16639
N([5, 5, 3, 2], 7) = 16633
N([5, 5, 3, 3], 7) = 16618
N([5, 5, 3, 4], 7) = 16640
N([5, 5, 3, 5], 7) = 16588
N([5, 5, 3, 6], 7) = 16649
> Progress: 100% [16807 / 16807]
N([5, 5, 4, 1], 7) = 16655
N([5, 5, 4, 2], 7) = 16633
N([5, 5, 4, 3], 7) = 16639
N([5, 5, 4, 4], 7) = 16619
N([5, 5, 4, 5], 7) = 16588
N([5, 5, 4, 6], 7) = 16649
> Progress: 100% [16807 / 16807]
N([5, 5, 5, 1], 7) = 16621
N([5, 5, 5, 2], 7) = 16598
N([5, 5, 5, 3], 7) = 16587
N([5, 5, 5, 4], 7) = 16602
N([5, 5, 5, 5], 7) = 16487
N([5, 5, 5, 6], 7) = 16611
> Progress: 100% [16807 / 16807]
N([5, 5, 6, 1], 7) = 16667
N([5, 5, 6, 2], 7) = 16643
N([5, 5, 6, 3], 7) = 16651
N([5, 5, 6, 4], 7) = 16651
N([5, 5, 6, 5], 7) = 16597
N([5, 5, 6, 6], 7) = 16668
> Progress: 100% [16807 / 16807]
N([5, 6, 1, 1], 7) = 16673
> Progress: 100% [16807 / 16807]
N([5, 6, 1, 2], 7) = 16669
N([5, 6, 1, 3], 7) = 16666
N([5, 6, 1, 4], 7) = 16666
N([5, 6, 1, 5], 7) = 16652
N([5, 6, 1, 6], 7) = 16665
> Progress: 100% [16807 / 16807]
N([5, 6, 2, 1], 7) = 16670
N([5, 6, 2, 2], 7) = 16662
N([5, 6, 2, 3], 7) = 16659
N([5, 6, 2, 4], 7) = 16659
N([5, 6, 2, 5], 7) = 16644
N([5, 6, 2, 6], 7) = 16661
> Progress: 100% [16807 / 16807]
N([5, 6, 3, 1], 7) = 16665
N([5, 6, 3, 2], 7) = 16658
N([5, 6, 3, 3], 7) = 16635
N([5, 6, 3, 4], 7) = 16655
N([5, 6, 3, 5], 7) = 16642
N([5, 6, 3, 6], 7) = 16659
> Progress: 100% [16807 / 16807]
N([5, 6, 4, 1], 7) = 16665
N([5, 6, 4, 2], 7) = 16658
N([5, 6, 4, 3], 7) = 16656
N([5, 6, 4, 4], 7) = 16650
N([5, 6, 4, 5], 7) = 16643
N([5, 6, 4, 6], 7) = 16665
> Progress: 100% [16807 / 16807]
N([5, 6, 5, 1], 7) = 16651
N([5, 6, 5, 2], 7) = 16644
N([5, 6, 5, 3], 7) = 16640
N([5, 6, 5, 4], 7) = 16640
N([5, 6, 5, 5], 7) = 16605
N([5, 6, 5, 6], 7) = 16642
> Progress: 100% [16807 / 16807]
N([5, 6, 6, 1], 7) = 16684
N([5, 6, 6, 2], 7) = 16663
N([5, 6, 6, 3], 7) = 16658
N([5, 6, 6, 4], 7) = 16658
N([5, 6, 6, 5], 7) = 16656
N([5, 6, 6, 6], 7) = 16667
> Progress: 100% [16807 / 16807]
N([6, 1, 1, 1], 7) = 16674
N([6, 1, 1, 2], 7) = 16684
N([6, 1, 1, 3], 7) = 16667
N([6, 1, 1, 4], 7) = 16666
N([6, 1, 1, 5], 7) = 16668
N([6, 1, 1, 6], 7) = 16680
> Progress: 100% [16807 / 16807]
N([6, 1, 2, 1], 7) = 16670
N([6, 1, 2, 2], 7) = 16667
N([6, 1, 2, 3], 7) = 16669
N([6, 1, 2, 4], 7) = 16667
N([6, 1, 2, 5], 7) = 16669
N([6, 1, 2, 6], 7) = 16668
> Progress: 100% [16807 / 16807]
N([6, 1, 3, 1], 7) = 16667
N([6, 1, 3, 2], 7) = 16667
N([6, 1, 3, 3], 7) = 16657
N([6, 1, 3, 4], 7) = 16663
N([6, 1, 3, 5], 7) = 16665
N([6, 1, 3, 6], 7) = 16663
> Progress: 100% [16807 / 16807]
N([6, 1, 4, 1], 7) = 16666
N([6, 1, 4, 2], 7) = 16667
N([6, 1, 4, 3], 7) = 16662
N([6, 1, 4, 4], 7) = 16642
N([6, 1, 4, 5], 7) = 16665
N([6, 1, 4, 6], 7) = 16663
> Progress: 100% [16807 / 16807]
N([6, 1, 5, 1], 7) = 16668
N([6, 1, 5, 2], 7) = 16674
N([6, 1, 5, 3], 7) = 16666
N([6, 1, 5, 4], 7) = 16666
N([6, 1, 5, 5], 7) = 16669
N([6, 1, 5, 6], 7) = 16668
> Progress: 100% [16807 / 16807]
N([6, 1, 6, 1], 7) = 16662
N([6, 1, 6, 2], 7) = 16668
N([6, 1, 6, 3], 7) = 16663
N([6, 1, 6, 4], 7) = 16666
N([6, 1, 6, 5], 7) = 16668
N([6, 1, 6, 6], 7) = 16656
> Progress: 100% [16807 / 16807]
N([6, 2, 1, 1], 7) = 16668
N([6, 2, 1, 2], 7) = 16651
N([6, 2, 1, 3], 7) = 16666
N([6, 2, 1, 4], 7) = 16668
N([6, 2, 1, 5], 7) = 16670
N([6, 2, 1, 6], 7) = 16671
> Progress: 100% [16807 / 16807]
N([6, 2, 2, 1], 7) = 16667
N([6, 2, 2, 2], 7) = 16621
N([6, 2, 2, 3], 7) = 16644
N([6, 2, 2, 4], 7) = 16643
N([6, 2, 2, 5], 7) = 16645
N([6, 2, 2, 6], 7) = 16658
> Progress: 100% [16807 / 16807]
N([6, 2, 3, 1], 7) = 16667
N([6, 2, 3, 2], 7) = 16642
N([6, 2, 3, 3], 7) = 16649
N([6, 2, 3, 4], 7) = 16655
N([6, 2, 3, 5], 7) = 16657
N([6, 2, 3, 6], 7) = 16655
> Progress: 100% [16807 / 16807]
N([6, 2, 4, 1], 7) = 16665
N([6, 2, 4, 2], 7) = 16642
N([6, 2, 4, 3], 7) = 16654
N([6, 2, 4, 4], 7) = 16634
N([6, 2, 4, 5], 7) = 16657
N([6, 2, 4, 6], 7) = 16655
> Progress: 100% [16807 / 16807]
N([6, 2, 5, 1], 7) = 16671
N([6, 2, 5, 2], 7) = 16647
N([6, 2, 5, 3], 7) = 16658
N([6, 2, 5, 4], 7) = 16658
N([6, 2, 5, 5], 7) = 16661
N([6, 2, 5, 6], 7) = 16658
N([6, 2, 6, 1], 7) = 16668
N([6, 2, 6, 2], 7) = 16640
N([6, 2, 6, 3], 7) = 16655
N([6, 2, 6, 4], 7) = 16657
N([6, 2, 6, 5], 7) = 16659
N([6, 2, 6, 6], 7) = 16647
> Progress: 100% [16807 / 16807]
N([6, 3, 1, 1], 7) = 16665
N([6, 3, 1, 2], 7) = 16665
N([6, 3, 1, 3], 7) = 16642
N([6, 3, 1, 4], 7) = 16666
N([6, 3, 1, 5], 7) = 16668
N([6, 3, 1, 6], 7) = 16664
> Progress: 100% [16807 / 16807]
N([6, 3, 2, 1], 7) = 16666
N([6, 3, 2, 2], 7) = 16655
N([6, 3, 2, 3], 7) = 16634
N([6, 3, 2, 4], 7) = 16655
N([6, 3, 2, 5], 7) = 16657
N([6, 3, 2, 6], 7) = 16654
> Progress: 100% [16807 / 16807]
N([6, 3, 3, 1], 7) = 16657
N([6, 3, 3, 2], 7) = 16636
N([6, 3, 3, 3], 7) = 16581
N([6, 3, 3, 4], 7) = 16633
N([6, 3, 3, 5], 7) = 16635
N([6, 3, 3, 6], 7) = 16631
> Progress: 100% [16807 / 16807]
N([6, 3, 4, 1], 7) = 16662
N([6, 3, 4, 2], 7) = 16653
N([6, 3, 4, 3], 7) = 16631
N([6, 3, 4, 4], 7) = 16630
N([6, 3, 4, 5], 7) = 16653
N([6, 3, 4, 6], 7) = 16651
N([6, 3, 5, 1], 7) = 16665
N([6, 3, 5, 2], 7) = 16657
N([6, 3, 5, 3], 7) = 16639
N([6, 3, 5, 4], 7) = 16656
N([6, 3, 5, 5], 7) = 16639
N([6, 3, 5, 6], 7) = 16654
N([6, 3, 6, 1], 7) = 16666
N([6, 3, 6, 2], 7) = 16654
N([6, 3, 6, 3], 7) = 16631
N([6, 3, 6, 4], 7) = 16655
N([6, 3, 6, 5], 7) = 16657
N([6, 3, 6, 6], 7) = 16645
> Progress: 100% [16807 / 16807]
N([6, 4, 1, 1], 7) = 16665
N([6, 4, 1, 2], 7) = 16665
N([6, 4, 1, 3], 7) = 16664
N([6, 4, 1, 4], 7) = 16642
N([6, 4, 1, 5], 7) = 16669
N([6, 4, 1, 6], 7) = 16663
> Progress: 100% [16807 / 16807]
N([6, 4, 2, 1], 7) = 16667
N([6, 4, 2, 2], 7) = 16639
N([6, 4, 2, 3], 7) = 16654
N([6, 4, 2, 4], 7) = 16635
N([6, 4, 2, 5], 7) = 16657
N([6, 4, 2, 6], 7) = 16654
> Progress: 100% [16807 / 16807]
N([6, 4, 3, 1], 7) = 16663
N([6, 4, 3, 2], 7) = 16653
N([6, 4, 3, 3], 7) = 16630
N([6, 4, 3, 4], 7) = 16633
N([6, 4, 3, 5], 7) = 16655
N([6, 4, 3, 6], 7) = 16652
N([6, 4, 4, 1], 7) = 16657
N([6, 4, 4, 2], 7) = 16636
N([6, 4, 4, 3], 7) = 16631
N([6, 4, 4, 4], 7) = 16581
N([6, 4, 4, 5], 7) = 16634
N([6, 4, 4, 6], 7) = 16646
N([6, 4, 5, 1], 7) = 16667
N([6, 4, 5, 2], 7) = 16657
N([6, 4, 5, 3], 7) = 16655
N([6, 4, 5, 4], 7) = 16639
N([6, 4, 5, 5], 7) = 16655
N([6, 4, 5, 6], 7) = 16656
N([6, 4, 6, 1], 7) = 16667
N([6, 4, 6, 2], 7) = 16654
N([6, 4, 6, 3], 7) = 16653
N([6, 4, 6, 4], 7) = 16631
N([6, 4, 6, 5], 7) = 16659
N([6, 4, 6, 6], 7) = 16630
> Progress: 100% [16807 / 16807]
N([6, 5, 1, 1], 7) = 16674
N([6, 5, 1, 2], 7) = 16670
N([6, 5, 1, 3], 7) = 16667
N([6, 5, 1, 4], 7) = 16667
N([6, 5, 1, 5], 7) = 16651
N([6, 5, 1, 6], 7) = 16668
> Progress: 100% [16807 / 16807]
N([6, 5, 2, 1], 7) = 16669
N([6, 5, 2, 2], 7) = 16661
N([6, 5, 2, 3], 7) = 16658
N([6, 5, 2, 4], 7) = 16658
N([6, 5, 2, 5], 7) = 16645
N([6, 5, 2, 6], 7) = 16658
N([6, 5, 3, 1], 7) = 16667
N([6, 5, 3, 2], 7) = 16657
N([6, 5, 3, 3], 7) = 16634
N([6, 5, 3, 4], 7) = 16654
N([6, 5, 3, 5], 7) = 16643
N([6, 5, 3, 6], 7) = 16656
N([6, 5, 4, 1], 7) = 16666
N([6, 5, 4, 2], 7) = 16657
N([6, 5, 4, 3], 7) = 16655
N([6, 5, 4, 4], 7) = 16649
N([6, 5, 4, 5], 7) = 16644
N([6, 5, 4, 6], 7) = 16657
N([6, 5, 5, 1], 7) = 16667
N([6, 5, 5, 2], 7) = 16647
N([6, 5, 5, 3], 7) = 16642
N([6, 5, 5, 4], 7) = 16642
N([6, 5, 5, 5], 7) = 16621
N([6, 5, 5, 6], 7) = 16656
N([6, 5, 6, 1], 7) = 16670
N([6, 5, 6, 2], 7) = 16658
N([6, 5, 6, 3], 7) = 16656
N([6, 5, 6, 4], 7) = 16662
N([6, 5, 6, 5], 7) = 16643
N([6, 5, 6, 6], 7) = 16651
> Progress: 100% [16807 / 16807]
N([6, 6, 1, 1], 7) = 16694
N([6, 6, 1, 2], 7) = 16673
N([6, 6, 1, 3], 7) = 16665
N([6, 6, 1, 4], 7) = 16680
N([6, 6, 1, 5], 7) = 16682
N([6, 6, 1, 6], 7) = 16656
N([6, 6, 2, 1], 7) = 16674
N([6, 6, 2, 2], 7) = 16656
N([6, 6, 2, 3], 7) = 16659
N([6, 6, 2, 4], 7) = 16656
N([6, 6, 2, 5], 7) = 16658
N([6, 6, 2, 6], 7) = 16633
N([6, 6, 3, 1], 7) = 16665
N([6, 6, 3, 2], 7) = 16662
N([6, 6, 3, 3], 7) = 16656
N([6, 6, 3, 4], 7) = 16662
N([6, 6, 3, 5], 7) = 16664
N([6, 6, 3, 6], 7) = 16638
N([6, 6, 4, 1], 7) = 16665
N([6, 6, 4, 2], 7) = 16656
N([6, 6, 4, 3], 7) = 16661
N([6, 6, 4, 4], 7) = 16641
N([6, 6, 4, 5], 7) = 16664
N([6, 6, 4, 6], 7) = 16638
N([6, 6, 5, 1], 7) = 16668
N([6, 6, 5, 2], 7) = 16659
N([6, 6, 5, 3], 7) = 16665
N([6, 6, 5, 4], 7) = 16665
N([6, 6, 5, 5], 7) = 16668
N([6, 6, 5, 6], 7) = 16643
N([6, 6, 6, 1], 7) = 16674
N([6, 6, 6, 2], 7) = 16651
N([6, 6, 6, 3], 7) = 16640
N([6, 6, 6, 4], 7) = 16655
N([6, 6, 6, 5], 7) = 16657
N([6, 6, 6, 6], 7) = 16615
N([1, 1, 1, 1, 1], 7) = 16806
N([1, 1, 1, 1, 2], 7) = 16806
N([1, 1, 1, 1, 3], 7) = 16806
N([1, 1, 1, 1, 4], 7) = 16806
N([1, 1, 1, 1, 5], 7) = 16806
N([1, 1, 1, 1, 6], 7) = 16806
N([1, 1, 1, 1, 7], 7) = 16806
N([1, 1, 1, 2, 1], 7) = 16806
N([1, 1, 1, 2, 2], 7) = 16806
N([1, 1, 1, 2, 3], 7) = 16806
N([1, 1, 1, 2, 4], 7) = 16806
N([1, 1, 1, 2, 5], 7) = 16806
N([1, 1, 1, 2, 6], 7) = 16806
N([1, 1, 1, 2, 7], 7) = 16806
N([1, 1, 1, 3, 1], 7) = 16806
N([1, 1, 1, 3, 2], 7) = 16806
N([1, 1, 1, 3, 3], 7) = 16806
N([1, 1, 1, 3, 4], 7) = 16806
N([1, 1, 1, 3, 5], 7) = 16806
N([1, 1, 1, 3, 6], 7) = 16806
